-0.095908	0.121194	-0.136045	0.440308	0.57261	0.183587	-0.379638	0.758425	-0.105592	0.155154	0.528148	1.577758	-0.768751	-0.642706	0.079716	-0.682624	-0.775475	-0.380373	-0.166519	-0.408341	0.839831	-0.169199	0.17843	0.049655	0.469963	-0.225487	-0.489399	-0.996513	-0.152396	-0.734811	-0.29823	-0.007294	-0.726212	0.163217	0.939497	-1.194607	0.110651	-0.7202	0.086874	0.408311	-0.719003	0.308262	0.351977	-0.721116	-1.136758	1.418015	-1.216619	1.022977	-0.033976	0.343468
-0.48758	-0.244641	-0.392623	-0.305775	0.23204	0.927835	-0.590943	-0.446643	-0.423135	-0.098448	-0.072633	0.227228	-0.177031	0.178277	-0.582508	-0.562602	0.044206	0.103249	-0.559809	-0.363862	-0.734304	-0.814176	0.653036	0.822059	0.520085	0.034628	-0.602854	1.092503	-0.225929	-0.778195	-0.452924	-0.394064	0.841656	-1.118742	-1.106652	0.079867	0.08376	1.180449	0.041873	1.634588	0.19718	0.921243	0.735937	-0.771712	-0.353118	-0.197994	0.158373	-0.363866	0.598534	-0.782628
0.417176	0.312758	-0.105813	0.600106	-0.137896	-0.186717	0.955966	-0.395706	-0.086142	-0.085493	0.305117	0.116507	0.337503	0.47229	-0.253676	0.027859	-0.951404	0.098407	-0.011391	-0.116272	-0.155655	0.087772	0.838434	-0.75302	0.396287	0.458519	0.44514	-0.050908	-0.644203	-0.127985	-0.1248	0.856505	0.082074	-1.063293	0.129038	0.039447	0.12352	-0.418497	0.057568	0.728705	0.788558	0.197197	0.367031	0.905885	0.729277	-0.43959	-0.467653	1.120137	-1.261684	-0.349304
-0.602631	0.084611	-0.584238	-0.413134	-0.970893	-0.46276	-1.238619	0.732435	0.297108	-0.97411	-0.143812	-0.15787	-0.352124	-0.531751	0.2366	-0.800918	0.210966	-0.720087	0.177709	0.310565	-0.560675	0.325021	-0.586989	0.069253	0.620194	1.133554	0.43994	0.057367	0.636786	0.639908	0.584278	-0.283783	0.305454	0.20113	-1.163936	-1.136439	0.152067	0.698517	1.004165	-0.006146	0.014546	0.463877	-0.173603	-0.08525	-0.311277	-0.2466	0.117945	-0.673443	0.890843	-1.243922
1.005014	0.102583	1.261035	-0.761546	0.516821	-0.658535	0.088861	-0.411635	-0.131657	0.840908	0.234655	-0.727852	0.022004	-1.386525	0.309988	0.384664	0.144912	0.732438	-0.759369	1.025761	0.587504	0.317265	-0.187439	1.019214	-0.536777	0.331447	-0.062757	-0.188276	-0.99799	-0.203042	0.337846	0.054612	-0.193564	1.10696	0.657156	0.312919	1.003857	-0.213998	-0.441024	0.868828	0.885401	-0.630486	-0.258496	-0.711533	0.106485	-0.809508	-0.278857	0.276294	-0.636531	-0.20035
-0.495479	0.683199	0.068663	-0.480383	-0.463734	-0.004857	0.679271	-0.411888	0.047353	0.048037	0.633668	-0.120723	-0.658057	0.645461	-0.134227	-0.280038	-0.774704	-0.223649	-0.98161	-0.78975	-1.096858	-0.624483	-0.527848	0.006116	-1.731026	-0.446233	0.211751	-0.858187	-0.859221	-1.078838	0.172474	-0.077546	0.084197	-0.06394	-0.037999	-0.861189	-0.041954	-1.272787	0.552637	0.493036	1.05314	0.240626	0.074011	-0.289079	-0.643131	0.344267	0.148806	-0.791367	-0.421566	0.320418
-0.147063	0.657919	-0.024491	0.49405	-0.631444	-0.703138	0.712334	0.886519	-0.56225	-0.60438	-0.363262	-0.437561	-0.553078	-0.632093	0.367986	-0.608291	-0.335207	-0.106424	-0.40744	-0.324245	0.068948	-0.156089	-0.088524	-0.181635	0.534116	-0.118023	0.209948	-0.451818	0.158282	-0.396494	-0.050001	-0.439071	-0.37813	0.423097	-0.062258	0.519545	0.115687	-0.039153	0.109753	-0.255358	0.201465	0.587777	-0.038465	0.099673	0.353412	0.322743	-0.36636	-0.05688	-0.303523	0.101152
0.791949	-0.29042	-1.235064	0.643528	0.326862	-0.025611	0.197083	0.527204	-0.335918	-0.051131	0.21713	0.11484	-0.288057	0.258175	0.723081	-0.0942	0.23965	0.21922	-0.037706	0.628937	-0.650277	-0.090678	-0.017455	-0.090483	-0.307068	-0.986659	-0.186479	-0.629057	-0.271467	-0.013199	-0.166287	0.537613	-0.580299	-0.214127	-0.04232	0.374915	-0.360795	1.48477	-1.013907	0.790095	0.18559	0.036214	0.241947	0.844933	-0.056319	-0.095842	0.680504	0.210652	0.092959	-0.769123
-1.141173	0.784243	-0.994443	1.059805	0.036143	-0.298993	-1.082138	-0.795733	0.208192	-0.1073	-0.825713	0.689014	0.70972	0.813838	0.345611	0.574756	-0.109174	0.177607	-0.951229	0.053115	0.687657	0.386624	0.004496	-0.770428	0.61595	0.92747	0.373702	-0.362191	-0.404482	0.128025	-0.467796	0.979009	0.177424	0.900192	1.232283	0.767738	-0.601283	-0.290935	-0.281263	0.762208	-0.799512	0.215477	0.590783	0.034369	0.089007	0.19904	-0.295885	-1.020724	-0.120585	0.6497
-0.303503	-0.740891	-0.218587	-0.475434	1.026096	-0.102774	-0.263426	-0.219086	0.06411	-0.041889	-0.852408	0.022577	0.958993	-0.128005	-1.000092	-0.382275	0.731587	1.030178	-0.097953	-1.029985	-0.764725	0.22529	0.376118	0.776691	-0.553173	-0.962426	0.292968	0.114136	1.981321	0.727537	0.124541	-0.689965	0.779697	0.314679	-0.286682	0.996413	0.230695	0.17711	0.56735	-0.177949	0.145822	-0.582036	-0.420979	-0.91003	-0.584157	0.581208	-0.566022	1.037835	-0.700859	0.587292
